"year","month","noaa.year.month","noaa.precip.anom","noaa.percent.precip.anom","mcfarland.year.month","mcfarland.precip.anom","mcfarland.percent.precip.anom","serc.year.month","serc.precip.anom","serc.percent.precip.anom"
1919,6,1919-06-01,-1.75731747823242,-52.9642019928596,NA,NA,NA,NA,NA,NA
1919,7,1919-07-01,0.317880108293946,10.1964862768661,NA,NA,NA,NA,NA,NA
1919,8,1919-08-01,1.79186204966699,58.1592726520355,NA,NA,NA,NA,NA,NA
1919,9,1919-09-01,2.26264270804687,55.884816336298,NA,NA,NA,NA,NA,NA
1919,10,1919-10-01,-0.502036057885742,-11.7720374949007,NA,NA,NA,NA,NA,NA
1919,11,1919-11-01,1.10828830762891,21.1770095595147,NA,NA,NA,NA,NA,NA
1919,12,1919-12-01,-1.62973528581445,-34.3229386555794,NA,NA,NA,NA,NA,NA
1920,1,1920-01-01,-1.36381371320606,-30.0935420196766,NA,NA,NA,NA,NA,NA
1920,2,1920-02-01,3.33512806204102,86.7620450746994,NA,NA,NA,NA,NA,NA
1920,3,1920-03-01,0.730986645962891,16.1842461213892,NA,NA,NA,NA,NA,NA
1920,4,1920-04-01,6.70155420016113,158.667420385079,NA,NA,NA,NA,NA,NA
1920,5,1920-05-01,-1.30656328243848,-34.3274156220829,NA,NA,NA,NA,NA,NA
1920,6,1920-06-01,-0.408468632236328,-12.3109315268818,NA,NA,NA,NA,NA,NA
1920,7,1920-07-01,0.482857744133789,15.4883939991172,NA,NA,NA,NA,NA,NA
1920,8,1920-08-01,-0.801028130020508,-25.9993303750536,NA,NA,NA,NA,NA,NA
1920,9,1920-09-01,2.56818390404297,63.4313518810787,NA,NA,NA,NA,NA,NA
1920,10,1920-10-01,-1.25952600925293,-29.5341085044187,NA,NA,NA,NA,NA,NA
1920,11,1920-11-01,-1.57752914910938,-30.1431943666127,NA,NA,NA,NA,NA,NA
1920,12,1920-12-01,-0.508879304076173,-10.7172209431372,NA,NA,NA,NA,NA,NA
1921,1,1921-01-01,-2.14371847736621,-47.3027081721609,NA,NA,NA,NA,NA,NA
1921,2,1921-02-01,-0.838102537958984,-21.8029079612365,NA,NA,NA,NA,NA,NA
1921,3,1921-03-01,-0.0579916959316407,-1.28395215581282,NA,NA,NA,NA,NA,NA
1921,4,1921-04-01,-0.842933449155273,-19.9574713475493,NA,NA,NA,NA,NA,NA
1921,5,1921-05-01,-2.2821651257002,-59.9594614674339,NA,NA,NA,NA,NA,NA
1921,6,1921-06-01,-2.03486899375977,-61.3293919564857,NA,NA,NA,NA,NA,NA
1921,7,1921-07-01,-0.995481821393554,-31.931588249375,NA,NA,NA,NA,NA,NA
1921,8,1921-08-01,-0.167569372598633,-5.43887451096227,NA,NA,NA,NA,NA,NA
1921,9,1921-09-01,-1.24560229664062,-30.7650232748944,NA,NA,NA,NA,NA,NA
1921,10,1921-10-01,-1.65518782478027,-38.8118200443105,NA,NA,NA,NA,NA,NA
1921,11,1921-11-01,0.936620830578125,17.8968127212572,NA,NA,NA,NA,NA,NA
1921,12,1921-12-01,-2.52617400808008,-53.2023306283884,NA,NA,NA,NA,NA,NA
1922,1,1922-01-01,-1.62875449357715,-35.939653134134,NA,NA,NA,NA,NA,NA
1922,2,1922-02-01,-0.53809776227539,-13.9984016915265,NA,NA,NA,NA,NA,NA
1922,3,1922-03-01,0.0538132364902344,1.19143991036834,NA,NA,NA,NA,NA,NA
1922,4,1922-04-01,-1.08899657415527,-25.783314149015,NA,NA,NA,NA,NA,NA
1922,5,1922-05-01,-2.00934263585645,-52.7915797997054,NA,NA,NA,NA,NA,NA
1922,6,1922-06-01,1.83324333124023,55.2525490132459,NA,NA,NA,NA,NA,NA
1922,7,1922-07-01,-0.0372197389716797,-1.19387954059187,NA,NA,NA,NA,NA,NA
1922,8,1922-08-01,2.7229802936123,88.3809963784597,NA,NA,NA,NA,NA,NA
1922,9,1922-09-01,-1.79286206558594,-44.2817449238699,NA,NA,NA,NA,NA,NA
1922,10,1922-10-01,-0.981590020092773,-23.0169015544742,NA,NA,NA,NA,NA,NA
1922,11,1922-11-01,-2.99093111805469,-57.1502707760248,NA,NA,NA,NA,NA,NA
1922,12,1922-12-01,-0.864786545970703,-18.2127832819729,NA,NA,NA,NA,NA,NA
1923,1,1923-01-01,2.11809484763379,46.7373041359773,NA,NA,NA,NA,NA,NA
1923,2,1923-02-01,-1.50343415954102,-39.1112484709549,NA,NA,NA,NA,NA,NA
1923,3,1923-03-01,0.231363160123047,5.12244423004667,NA,NA,NA,NA,NA,NA
1923,4,1923-04-01,3.89566562789551,92.234606689615,NA,NA,NA,NA,NA,NA
1923,5,1923-05-01,-2.13529619796582,-56.1007653047052,NA,NA,NA,NA,NA,NA
1923,6,1923-06-01,-0.0608275734472659,-1.83329644569232,NA,NA,NA,NA,NA,NA
1923,7,1923-07-01,-0.300622624811523,-9.64292633740912,NA,NA,NA,NA,NA,NA
1923,8,1923-08-01,0.231629600350586,7.51810614191831,NA,NA,NA,NA,NA,NA
1923,9,1923-09-01,-2.27749107974609,-56.2515549832584,NA,NA,NA,NA,NA,NA
1923,10,1923-10-01,-1.04614314304199,-24.5305812430835,NA,NA,NA,NA,NA,NA
1923,11,1923-11-01,-2.06692563631641,-39.494510280203,NA,NA,NA,NA,NA,NA
1923,12,1923-12-01,-0.621876104759766,-13.0969830381829,NA,NA,NA,NA,NA,NA
1924,1,1924-01-01,0.367317265895507,8.10512276621247,NA,NA,NA,NA,NA,NA
1924,2,1924-02-01,-0.106180083173828,-2.76223311099042,NA,NA,NA,NA,NA,NA
1924,3,1924-03-01,-2.7135126304043,-60.0779186685591,NA,NA,NA,NA,NA,NA
1924,4,1924-04-01,0.464546033950196,10.9986905508016,NA,NA,NA,NA,NA,NA
1924,5,1924-05-01,-0.210505850016602,-5.53063284536317,NA,NA,NA,NA,NA,NA
1924,6,1924-06-01,-1.30140864444336,-39.2234591491586,NA,NA,NA,NA,NA,NA
1924,7,1924-07-01,-0.973067008600586,-31.2125991554406,NA,NA,NA,NA,NA,NA
1924,8,1924-08-01,1.22457120445215,39.7464584814439,NA,NA,NA,NA,NA,NA
1924,9,1924-09-01,-0.242856614902343,-5.99829450385825,NA,NA,NA,NA,NA,NA
1924,10,1924-10-01,-2.93825323220215,-68.8978942362521,NA,NA,NA,NA,NA,NA
1924,11,1924-11-01,-2.21613985321094,-42.3456735342406,NA,NA,NA,NA,NA,NA
1924,12,1924-12-01,-2.10767445876367,-44.3885468908679,NA,NA,NA,NA,NA,NA
1925,1,1925-01-01,-0.787410842893555,-17.3747932418582,NA,NA,NA,NA,NA,NA
1925,2,1925-02-01,-0.960903416279297,-24.9975245222328,NA,NA,NA,NA,NA,NA
1925,3,1925-03-01,0.638866763541015,14.1446864960212,NA,NA,NA,NA,NA,NA
1925,4,1925-04-01,-2.50397488499512,-59.2846411212563,NA,NA,NA,NA,NA,NA
1925,5,1925-05-01,-2.23137615880566,-58.6250798886473,NA,NA,NA,NA,NA,NA
1925,6,1925-06-01,0.476551223134766,14.3628886383362,NA,NA,NA,NA,NA,NA
1925,7,1925-07-01,-0.433304475495117,-13.8988978008183,NA,NA,NA,NA,NA,NA
1925,8,1925-08-01,-1.88093766986426,-61.0504401292778,NA,NA,NA,NA,NA,NA
1925,9,1925-09-01,3.863437125625,95.4226990521012,NA,NA,NA,NA,NA,NA
1925,10,1925-10-01,3.90149424816895,91.4845375230737,NA,NA,NA,NA,NA,NA
1925,11,1925-11-01,0.796864665050781,15.2263725181068,NA,NA,NA,NA,NA,NA
1925,12,1925-12-01,-1.20296955339258,-25.335065482729,NA,NA,NA,NA,NA,NA
1926,1,1926-01-01,0.260625832790039,5.75089865612404,NA,NA,NA,NA,NA,NA
1926,2,1926-02-01,0.382793483037109,9.95822193683381,NA,NA,NA,NA,NA,NA
1926,3,1926-03-01,-1.07846161214258,-23.8774377887496,NA,NA,NA,NA,NA,NA
1926,4,1926-04-01,-0.758695276206054,-17.963030475985,NA,NA,NA,NA,NA,NA
1926,5,1926-05-01,-2.08569909933301,-54.7976977523701,NA,NA,NA,NA,NA,NA
1926,6,1926-06-01,0.00334107586914056,0.100697466108754,NA,NA,NA,NA,NA,NA
1926,7,1926-07-01,-1.36753695586621,-43.865820602725,NA,NA,NA,NA,NA,NA
1926,8,1926-08-01,1.69897321997949,55.1443381189179,NA,NA,NA,NA,NA,NA
1926,9,1926-09-01,-0.588536858164062,-14.5362209016339,NA,NA,NA,NA,NA,NA
1926,10,1926-10-01,4.20426723400879,98.5841370155087,NA,NA,NA,NA,NA,NA
1926,11,1926-11-01,-0.908660370105469,-17.3625483654555,NA,NA,NA,NA,NA,NA
1926,12,1926-12-01,-0.830914418919922,-17.4994214562719,NA,NA,NA,NA,NA,NA
1927,1,1927-01-01,-0.379561213206055,-8.37529437345529,NA,NA,NA,NA,NA,NA
1927,2,1927-02-01,-0.878626058857422,-22.8571114225045,NA,NA,NA,NA,NA,NA
1927,3,1927-03-01,-2.2256924850918,-49.2774459946573,NA,NA,NA,NA,NA,NA
1927,4,1927-04-01,-1.95394690589355,-46.2620618841049,NA,NA,NA,NA,NA,NA
1927,5,1927-05-01,0.907197447932617,23.8348530569106,NA,NA,NA,NA,NA,NA
1927,6,1927-06-01,1.29348079813477,38.9845199372871,NA,NA,NA,NA,NA,NA
1927,7,1927-07-01,1.23757948534473,39.6972377622938,NA,NA,NA,NA,NA,NA
1927,8,1927-08-01,2.6292840692959,85.3398558746486,NA,NA,NA,NA,NA,NA
1927,9,1927-09-01,-1.14048720542969,-28.1687947384114,NA,NA,NA,NA,NA,NA
1927,10,1927-10-01,1.50345530559082,35.2539064701017,NA,NA,NA,NA,NA,NA
1927,11,1927-11-01,-0.582280703210937,-11.1261338167504,NA,NA,NA,NA,NA,NA
1927,12,1927-12-01,1.98366325744727,41.7768166961323,NA,NA,NA,NA,NA,NA
1928,1,1928-01-01,-1.03743404631152,-22.8917371654276,NA,NA,NA,NA,NA,NA
1928,2,1928-02-01,-0.943986576435547,-24.5574395858401,NA,NA,NA,NA,NA,NA
1928,3,1928-03-01,-1.52452792093164,-33.7534689963954,NA,NA,NA,NA,NA,NA
1928,4,1928-04-01,0.633445300844727,14.9975854612452,NA,NA,NA,NA,NA,NA
1928,5,1928-05-01,2.4422468742998,64.1652988666242,NA,NA,NA,NA,NA,NA
1928,6,1928-06-01,0.467900566396484,14.102164474073,NA,NA,NA,NA,NA,NA
1928,7,1928-07-01,-0.304159782233398,-9.75638602290134,NA,NA,NA,NA,NA,NA
1928,8,1928-08-01,0.136357034139648,4.42580160008665,NA,NA,NA,NA,NA,NA
1928,9,1928-09-01,0.360305620253906,8.89915731777496,NA,NA,NA,NA,NA,NA
1928,10,1928-10-01,-0.639446934252929,-14.9941287439118,NA,NA,NA,NA,NA,NA
1928,11,1928-11-01,-3.20235316873828,-61.1900921452473,NA,NA,NA,NA,NA,NA
1928,12,1928-12-01,-0.122637092552734,-2.58279086255566,NA,NA,NA,NA,NA,NA
1929,1,1929-01-01,0.759441924000976,16.7576386937051,NA,NA,NA,NA,NA,NA
1929,2,1929-02-01,-0.909729975751953,-23.6662675896448,NA,NA,NA,NA,NA,NA
1929,3,1929-03-01,-2.1674447297207,-47.987824612173,NA,NA,NA,NA,NA,NA
1929,4,1929-04-01,3.60550337721191,85.3646636235741,NA,NA,NA,NA,NA,NA
1929,5,1929-05-01,1.46233892635059,38.4201184740937,NA,NA,NA,NA,NA,NA
1929,6,1929-06-01,-1.79707205186523,-54.1623743744069,NA,NA,NA,NA,NA,NA
1929,7,1929-07-01,-0.665180523444336,-21.3366734878136,NA,NA,NA,NA,NA,NA
1929,8,1929-08-01,-1.23921272933691,-40.2216850414198,NA,NA,NA,NA,NA,NA
1929,9,1929-09-01,-0.177496097324219,-4.38396073940284,NA,NA,NA,NA,NA,NA
1929,10,1929-10-01,-0.166621260620117,-3.90703356194794,NA,NA,NA,NA,NA,NA
1929,11,1929-11-01,-0.60235022684375,-11.5096193149744,NA,NA,NA,NA,NA,NA
1929,12,1929-12-01,-1.09312543649805,-23.0217002885998,NA,NA,NA,NA,NA,NA
1930,1,1930-01-01,-2.17324605236621,-47.9542556015475,NA,NA,NA,NA,NA,NA
1930,2,1930-02-01,0.0181971370410157,0.473391364533356,NA,NA,NA,NA,NA,NA
1930,3,1930-03-01,2.00263318649023,44.338851550874,NA,NA,NA,NA,NA,NA
1930,4,1930-04-01,-3.14020185257324,-74.3480859147961,NA,NA,NA,NA,NA,NA
1930,5,1930-05-01,-0.572333985856445,-15.0369651980961,NA,NA,NA,NA,NA,NA
1930,6,1930-06-01,-3.02777215049805,-91.2547321435814,NA,NA,NA,NA,NA,NA
1930,7,1930-07-01,-0.291164573444336,-9.33954500446254,NA,NA,NA,NA,NA,NA
1930,8,1930-08-01,-1.89393287865332,-61.4722314671063,NA,NA,NA,NA,NA,NA
1930,9,1930-09-01,-2.78103619664062,-68.6885722262422,NA,NA,NA,NA,NA,NA
1930,10,1930-10-01,-0.076462193725586,-1.79293060197842,NA,NA,NA,NA,NA,NA
1930,11,1930-11-01,-1.42558516942188,-27.2398712076443,NA,NA,NA,NA,NA,NA
1930,12,1930-12-01,-0.546673062181641,-11.513174035832,NA,NA,NA,NA,NA,NA
1931,1,1931-01-01,-0.985453211155274,-21.7447422116116,NA,NA,NA,NA,NA,NA
1931,2,1931-02-01,-1.57233183454102,-40.903594393718,NA,NA,NA,NA,NA,NA
1931,3,1931-03-01,0.68727199391211,15.216391658099,NA,NA,NA,NA,NA,NA
1931,4,1931-04-01,0.256661140688477,6.07676367150076,NA,NA,NA,NA,NA,NA
1931,5,1931-05-01,0.147746681038086,3.88175742801536,NA,NA,NA,NA,NA,NA
1931,6,1931-06-01,1.10570387586914,33.3250674116811,NA,NA,NA,NA,NA,NA
1931,7,1931-07-01,0.648219853606446,20.7926342958785,NA,NA,NA,NA,NA,NA
1931,8,1931-08-01,2.31709147945215,75.206880539833,NA,NA,NA,NA,NA,NA
1931,9,1931-09-01,0.653620554726563,16.1437174877928,NA,NA,NA,NA,NA,NA
1931,10,1931-10-01,2.56410271643066,60.1245923364895,NA,NA,NA,NA,NA,NA
1931,11,1931-11-01,-3.88502455116016,-74.2344762572521,NA,NA,NA,NA,NA,NA
1931,12,1931-12-01,-1.80178723649805,-37.9464280653546,NA,NA,NA,NA,NA,NA
1932,1,1932-01-01,0.838182124000976,18.4950985054028,NA,NA,NA,NA,NA,NA
1932,2,1932-02-01,-0.998735621748047,-25.9817144708929,NA,NA,NA,NA,NA,NA
1932,3,1932-03-01,0.0420098959628907,0.930110692927617,NA,NA,NA,NA,NA,NA
1932,4,1932-04-01,-1.24886071067871,-29.5682913940923,NA,NA,NA,NA,NA,NA
1932,5,1932-05-01,-2.3510628007002,-61.7696142223056,NA,NA,NA,NA,NA,NA
1932,6,1932-06-01,-1.91045332618164,-57.5795990873495,NA,NA,NA,NA,NA,NA
1932,7,1932-07-01,1.42458746034473,45.6958020039694,NA,NA,NA,NA,NA,NA
1932,8,1932-08-01,1.25094609566309,40.6025201907645,NA,NA,NA,NA,NA,NA
1932,9,1932-09-01,1.6051927959375,39.6465178820701,NA,NA,NA,NA,NA,NA
1932,10,1932-10-01,1.9605560076416,45.9722732466807,NA,NA,NA,NA,NA,NA
1932,11,1932-11-01,-1.63031737889453,-31.1518640774588,NA,NA,NA,NA,NA,NA
1932,12,1932-12-01,-1.95296226891992,-41.1302404361337,NA,NA,NA,NA,NA,NA
1933,1,1933-01-01,-1.40829731252246,-31.0751050089999,NA,NA,NA,NA,NA,NA
1933,2,1933-02-01,-0.461702851435547,-12.0110181264984,NA,NA,NA,NA,NA,NA
1933,3,1933-03-01,1.07193786354102,23.7330001939114,NA,NA,NA,NA,NA,NA
1933,4,1933-04-01,1.9802948839502,46.8858822078306,NA,NA,NA,NA,NA,NA
1933,5,1933-05-01,-1.60933626827832,-42.2821884706401,NA,NA,NA,NA,NA,NA
1933,6,1933-06-01,-0.598244817392578,-18.0306403037842,NA,NA,NA,NA,NA,NA
1933,7,1933-07-01,-0.533690541022461,-17.1189330053855,NA,NA,NA,NA,NA,NA
1933,8,1933-08-01,1.77848236724512,57.7250022805434,NA,NA,NA,NA,NA,NA
1933,9,1933-09-01,-0.259773454746093,-6.41612206642318,NA,NA,NA,NA,NA,NA
1933,10,1933-10-01,1.7046503576416,39.9716466788524,NA,NA,NA,NA,NA,NA
1933,11,1933-11-01,-1.81059706532031,-34.5966217425405,NA,NA,NA,NA,NA,NA
1933,12,1933-12-01,-0.150203852025391,-3.16335888642357,NA,NA,NA,NA,NA,NA
1934,1,1934-01-01,-1.5086833780498,-33.2901965951048,NA,NA,NA,NA,NA,NA
1934,2,1934-02-01,0.410321795146484,10.6743601515092,NA,NA,NA,NA,NA,NA
1934,3,1934-03-01,-1.03947598577539,-23.0142852594829,NA,NA,NA,NA,NA,NA
1934,4,1934-04-01,2.40156264342285,56.8599071415275,NA,NA,NA,NA,NA,NA
1934,5,1934-05-01,-1.50422117706738,-39.5204933635982,NA,NA,NA,NA,NA,NA
1934,6,1934-06-01,0.947416081240234,28.5543945926967,NA,NA,NA,NA,NA,NA
1934,7,1934-07-01,-0.388820876178711,-12.4720189300086,NA,NA,NA,NA,NA,NA
1934,8,1934-08-01,-1.34475074154395,-43.6471797820687,NA,NA,NA,NA,NA,NA
1934,9,1934-09-01,4.936272350625,121.920563383492,NA,NA,NA,NA,NA,NA
1934,10,1934-10-01,-0.941028051831054,-22.0657806065988,NA,NA,NA,NA,NA,NA
1934,11,1934-11-01,0.546456988,10.4416195488859,NA,NA,NA,NA,NA,NA
1934,12,1934-12-01,-0.654133442552735,-13.7763366951218,NA,NA,NA,NA,NA,NA
1935,1,1935-01-01,5.34013768005566,117.834023891599,NA,NA,NA,NA,NA,NA
1935,2,1935-02-01,-0.112100977119141,-2.91626283872787,NA,NA,NA,NA,NA,NA
1935,3,1935-03-01,-2.65407300677148,-58.7619089937599,NA,NA,NA,NA,NA,NA
1935,4,1935-04-01,-0.975615299838867,-23.0988750206522,NA,NA,NA,NA,NA,NA
1935,5,1935-05-01,-1.86601086554395,-49.0258155864456,NA,NA,NA,NA,NA,NA
1935,6,1935-06-01,1.11000998055664,33.454850106781,NA,NA,NA,NA,NA,NA
1935,7,1935-07-01,-1.11243870049512,-35.6831574153242,NA,NA,NA,NA,NA,NA
1935,8,1935-08-01,-0.355769215860351,-11.5473614892778,NA,NA,NA,NA,NA,NA
1935,9,1935-09-01,1.31107046683594,32.3820159420207,NA,NA,NA,NA,NA,NA
1935,10,1935-10-01,-3.20165611804199,-75.0743204105597,NA,NA,NA,NA,NA,NA
1935,11,1935-11-01,0.927970173839843,17.7315172478847,NA,NA,NA,NA,NA,NA
1935,12,1935-12-01,-1.34745474460352,-28.3779868686363,NA,NA,NA,NA,NA,NA
1936,1,1936-01-01,3.67951916521191,81.1912679409905,NA,NA,NA,NA,NA,NA
1936,2,1936-02-01,-0.303837977802734,-7.90422551552449,NA,NA,NA,NA,NA,NA
1936,3,1936-03-01,4.88572406422461,108.171279425287,NA,NA,NA,NA,NA,NA
1936,4,1936-04-01,0.82241409137207,19.4716506751833,NA,NA,NA,NA,NA,NA
1936,5,1936-05-01,-1.51248736017285,-39.7376712889874,NA,NA,NA,NA,NA,NA
1936,6,1936-06-01,1.70056148055664,51.2536197204805,NA,NA,NA,NA,NA,NA
1936,7,1936-07-01,-1.39825639912793,-44.8511933060759,NA,NA,NA,NA,NA,NA
1936,8,1936-08-01,-0.416400707754883,-13.5153050980222,NA,NA,NA,NA,NA,NA
1936,9,1936-09-01,0.126045835781251,3.11319518434744,NA,NA,NA,NA,NA,NA
1936,10,1936-10-01,1.35189579953613,31.7000498098885,NA,NA,NA,NA,NA,NA
1936,11,1936-11-01,-1.74919662616016,-33.4233912048703,NA,NA,NA,NA,NA,NA
1936,12,1936-12-01,4.69823934191992,98.9469775401956,NA,NA,NA,NA,NA,NA
1937,1,1937-01-01,0.133057481422851,2.93601015260206,NA,NA,NA,NA,NA,NA
1937,2,1937-02-01,-0.542403866962891,-14.1104233116992,NA,NA,NA,NA,NA,NA
1937,3,1937-03-01,-0.246576012826171,-5.45926098821259,NA,NA,NA,NA,NA,NA
1937,4,1937-04-01,0.301567661000977,7.13997998276826,NA,NA,NA,NA,NA,NA
1937,5,1937-05-01,0.17769717703418,4.66864860884407,NA,NA,NA,NA,NA,NA
1937,6,1937-06-01,2.04585725018555,61.6605695838031,NA,NA,NA,NA,NA,NA
1937,7,1937-07-01,-1.68288222949902,-53.9809982158464,NA,NA,NA,NA,NA,NA
1937,8,1937-08-01,-1.72034303343848,-55.8379477680063,NA,NA,NA,NA,NA,NA
1937,9,1937-09-01,1.99178103373047,49.1948272947755,NA,NA,NA,NA,NA,NA
1937,10,1937-10-01,1.20975589748535,28.3670695783289,NA,NA,NA,NA,NA,NA
1937,11,1937-11-01,1.855512813,35.4548652261521,NA,NA,NA,NA,NA,NA
1937,12,1937-12-01,-2.88484946013086,-60.756192685102,NA,NA,NA,NA,NA,NA
1938,1,1938-01-01,-1.65670572668262,-36.5564174325248,NA,NA,NA,NA,NA,NA
1938,2,1938-02-01,0.229234714091797,5.96345094603259,NA,NA,NA,NA,NA,NA
1938,3,1938-03-01,-2.13949349661523,-47.3689765956277,NA,NA,NA,NA,NA,NA
1938,4,1938-04-01,-0.878766391733398,-20.8058597055127,NA,NA,NA,NA,NA,NA
1938,5,1938-05-01,1.74185125740527,45.7637627419046,NA,NA,NA,NA,NA,NA
1938,6,1938-06-01,-0.300623778232422,-9.06057027906756,NA,NA,NA,NA,NA,NA
1938,7,1938-07-01,2.77970322655566,89.163194121999,NA,NA,NA,NA,NA,NA
1938,8,1938-08-01,-0.284487804336914,-9.23374864805269,NA,NA,NA,NA,NA,NA
1938,9,1938-09-01,2.505168675625,61.8749442105243,NA,NA,NA,NA,NA,NA
1938,10,1938-10-01,-1.03433980251465,-24.253809554934,NA,NA,NA,NA,NA,NA
1938,11,1938-11-01,-0.861408560632813,-16.4596677575678,NA,NA,NA,NA,NA,NA
1938,12,1938-12-01,-0.457667416185547,-9.63867616239517,NA,NA,NA,NA,NA,NA
1939,1,1939-01-01,-2.17678320978809,-48.0323055540261,NA,NA,NA,NA,NA,NA
1939,2,1939-02-01,-0.333365552802734,-8.67237376813725,NA,NA,NA,NA,NA,NA
1939,3,1939-03-01,0.877817126333984,19.4351134875329,NA,NA,NA,NA,NA,NA
1939,4,1939-04-01,0.313371001528321,7.41943837965107,NA,NA,NA,NA,NA,NA
1939,5,1939-05-01,-1.91995251622754,-50.4430278158457,NA,NA,NA,NA,NA,NA
1939,6,1939-06-01,-0.260830757236328,-7.86123912345695,NA,NA,NA,NA,NA,NA
1939,7,1939-07-01,-1.26280633828809,-40.5064273061945,NA,NA,NA,NA,NA,NA
1939,8,1939-08-01,-0.246309572598633,-7.99458060526058,NA,NA,NA,NA,NA,NA
1939,9,1939-09-01,-0.873162688535156,-21.5661696417888,NA,NA,NA,NA,NA,NA
1939,10,1939-10-01,-0.732758684936523,-17.182157692247,NA,NA,NA,NA,NA,NA
1939,11,1939-11-01,-4.38580145789844,-83.8032475491456,NA,NA,NA,NA,NA,NA
1939,12,1939-12-01,0.510014270240234,10.7411238274672,NA,NA,NA,NA,NA,NA
1940,1,1940-01-01,-2.17009336857715,-47.8846893395557,NA,NA,NA,NA,NA,NA
1940,2,1940-02-01,-0.908961028486328,-23.6462637288997,NA,NA,NA,NA,NA,NA
1940,3,1940-03-01,0.208140952701172,4.60829814752487,NA,NA,NA,NA,NA,NA
1940,4,1940-04-01,2.19329327652832,51.9288773828494,NA,NA,NA,NA,NA,NA
1940,5,1940-05-01,0.841452456721679,22.1075309526525,NA,NA,NA,NA,NA,NA
1940,6,1940-06-01,1.00331854745117,30.2392520808685,NA,NA,NA,NA,NA,NA
1940,7,1940-07-01,0.0556690907158206,1.78567046102988,NA,NA,NA,NA,NA,NA
1940,8,1940-08-01,-1.69512156312598,-55.0193231596763,NA,NA,NA,NA,NA,NA
1940,9,1940-09-01,1.74967798714844,43.2151451096133,NA,NA,NA,NA,NA,NA
1940,10,1940-10-01,-3.66660008220215,-85.9766006216094,NA,NA,NA,NA,NA,NA
1940,11,1940-11-01,1.11617001710156,21.3276121019207,NA,NA,NA,NA,NA,NA
1940,12,1940-12-01,-1.67264254323633,-35.2265842826876,NA,NA,NA,NA,NA,NA
1941,1,1941-01-01,-1.42559862599902,-31.4568710809062,NA,NA,NA,NA,NA,NA
1941,2,1941-02-01,-1.0451800365918,-27.1899476598984,NA,NA,NA,NA,NA,NA
1941,3,1941-03-01,0.241628606119141,5.34972403804886,NA,NA,NA,NA,NA,NA
1941,4,1941-04-01,-3.22286368362793,-76.3052049809135,NA,NA,NA,NA,NA,NA
1941,5,1941-05-01,-0.786101325700196,-20.6532873616488,NA,NA,NA,NA,NA,NA
1941,6,1941-06-01,-2.35336695118164,-70.9286762976242,NA,NA,NA,NA,NA,NA
1941,7,1941-07-01,-1.15453856328809,-37.0335743241718,NA,NA,NA,NA,NA,NA
1941,8,1941-08-01,1.5517198186123,50.3648682257722,NA,NA,NA,NA,NA,NA
1941,9,1941-09-01,-2.46334563384766,-60.8419605228922,NA,NA,NA,NA,NA,NA
1941,10,1941-10-01,-0.210297465307617,-4.93117896174555,NA,NA,NA,NA,NA,NA
1941,11,1941-11-01,-0.918887368738281,-17.5579643473092,NA,NA,NA,NA,NA,NA
1941,12,1941-12-01,-1.1403772459707,-24.0168440840442,NA,NA,NA,NA,NA,NA
1942,1,1942-01-01,0.251167781422851,5.54219987014863,NA,NA,NA,NA,NA,NA
1942,2,1942-02-01,-0.28649821696289,-7.45313845572194,NA,NA,NA,NA,NA,NA
1942,3,1942-03-01,2.89634214596289,64.1258146108399,NA,NA,NA,NA,NA,NA
1942,4,1942-04-01,-0.659462631577148,-15.6135773087064,NA,NA,NA,NA,NA,NA
1942,5,1942-05-01,-0.847501764860352,-22.266464788842,NA,NA,NA,NA,NA,NA
1942,6,1942-06-01,4.1151327893457,124.026948449618,NA,NA,NA,NA,NA,NA
1942,7,1942-07-01,1.24819095761035,40.0376168187705,NA,NA,NA,NA,NA,NA
1942,8,1942-08-01,-0.782534948282227,-25.3990888558361,NA,NA,NA,NA,NA,NA
1942,9,1942-09-01,-0.355853415585937,-8.78919270017263,NA,NA,NA,NA,NA,NA
1942,10,1942-10-01,-0.641407749780273,-15.0401071025295,NA,NA,NA,NA,NA,NA
1942,11,1942-11-01,-0.420455751160157,-8.03400649486322,NA,NA,NA,NA,NA,NA
1942,12,1942-12-01,-1.2234235506582,-25.7658356203827,NA,NA,NA,NA,NA,NA
1943,1,1943-01-01,-3.07445224767871,-67.8400261026189,NA,NA,NA,NA,NA,NA
1943,2,1943-02-01,-1.08139745280273,-28.1321295009937,NA,NA,NA,NA,NA,NA
1943,3,1943-03-01,-0.640277012826171,-14.1759098044764,NA,NA,NA,NA,NA,NA
1943,4,1943-04-01,-0.835859134311523,-19.7899783670071,NA,NA,NA,NA,NA,NA
1943,5,1943-05-01,2.16507983240527,56.8832725218307,NA,NA,NA,NA,NA,NA
1943,6,1943-06-01,0.211994916396484,6.38936430813656,NA,NA,NA,NA,NA,NA
1943,7,1943-07-01,1.88284158329395,60.3949975624666,NA,NA,NA,NA,NA,NA
1943,8,1943-08-01,5.58873141050683,181.395969596581,NA,NA,NA,NA,NA,NA
1943,9,1943-09-01,-1.40504351216797,-34.7030480520689,NA,NA,NA,NA,NA,NA
1943,10,1943-10-01,4.29442630090332,100.698239975478,NA,NA,NA,NA,NA,NA
1943,11,1943-11-01,2.83388286641797,54.1494159413011,NA,NA,NA,NA,NA,NA
